r2,r3,first_grouped_ratio,first_condition_4r3_ge_r2,first_ratio_ge_1_16,second_grouped_ratio,second_condition_r2_ge_2r3,second_ratio_ge_1_16,at_least_one_case_applies,an_applicable_case_proves_1_16
17,10,27/409,True,True,9/145,False,False,True,True
17,11,28/421,True,True,28/453,False,False,True,True
17,12,29/433,True,True,29/471,False,False,True,True
17,13,6/89,True,True,10/163,False,False,True,True
17,14,31/457,True,True,31/507,False,False,True,True
17,15,32/469,True,True,32/525,False,False,True,True
17,16,33/481,True,True,11/181,False,False,True,True
17,17,2/29,True,True,2/33,False,False,True,True
17,18,7/101,True,True,35/579,False,False,True,True
17,19,36/517,True,True,12/199,False,False,True,True
17,20,37/529,True,True,37/615,False,False,True,True
17,21,38/541,True,True,38/633,False,False,True,True
17,22,39/553,True,True,13/217,False,False,True,True
17,23,8/113,True,True,40/669,False,False,True,True
17,24,41/577,True,True,41/687,False,False,True,True
17,25,42/589,True,True,14/235,False,False,True,True
17,26,43/601,True,True,43/723,False,False,True,True
17,27,44/613,True,True,44/741,False,False,True,True
17,28,9/125,True,True,15/253,False,False,True,True
17,29,46/637,True,True,46/777,False,False,True,True
17,30,47/649,True,True,47/795,False,False,True,True
17,31,48/661,True,True,16/271,False,False,True,True
17,32,49/673,True,True,49/831,False,False,True,True
17,33,10/137,True,True,50/849,False,False,True,True
17,34,3/41,True,True,1/17,False,False,True,True
17,35,52/709,True,True,52/885,False,False,True,True
17,36,53/721,True,True,53/903,False,False,True,True
17,37,54/733,True,True,18/307,False,False,True,True
17,38,11/149,True,True,55/939,False,False,True,True
17,39,56/757,True,True,56/957,False,False,True,True
17,40,57/769,True,True,19/325,False,False,True,True
17,41,58/781,True,True,58/993,False,False,True,True
17,42,59/793,True,True,59/1011,False,False,True,True
17,43,12/161,True,True,20/343,False,False,True,True
17,44,61/817,True,True,61/1047,False,False,True,True
17,45,62/829,True,True,62/1065,False,False,True,True
17,46,63/841,True,True,21/361,False,False,True,True
17,47,64/853,True,True,64/1101,False,False,True,True
17,48,13/173,True,True,65/1119,False,False,True,True
17,49,66/877,True,True,22/379,False,False,True,True
17,50,67/889,True,True,67/1155,False,False,True,True
17,51,4/53,True,True,4/69,False,False,True,True
17,52,69/913,True,True,23/397,False,False,True,True
17,53,14/185,True,True,70/1209,False,False,True,True
17,54,71/937,True,True,71/1227,False,False,True,True
17,55,72/949,True,True,24/415,False,False,True,True
17,56,73/961,True,True,73/1263,False,False,True,True
17,57,74/973,True,True,74/1281,False,False,True,True
17,58,15/197,True,True,25/433,False,False,True,True
17,59,76/997,True,True,76/1317,False,False,True,True
17,60,77/1009,True,True,77/1335,False,False,True,True
17,61,78/1021,True,True,26/451,False,False,True,True
17,62,79/1033,True,True,79/1371,False,False,True,True
17,63,16/209,True,True,80/1389,False,False,True,True
17,64,81/1057,True,True,27/469,False,False,True,True
18,0,1/17,False,False,1/15,True,True,True,True
18,1,19/318,False,False,19/288,True,True,True,True
18,2,2/33,False,False,10/153,True,True,True,True
18,3,7/114,False,False,7/108,True,True,True,True
18,4,11/177,False,False,11/171,True,True,True,True
18,5,23/366,True,True,23/360,True,True,True,True
18,6,4/63,True,True,4/63,True,True,True,True
18,7,5/78,True,True,25/396,True,True,True,True
18,8,13/201,True,True,13/207,True,True,True,True
18,9,3/46,True,True,1/16,True,True,True,True
18,10,14/213,True,True,14/225,False,False,True,True
18,11,29/438,True,True,29/468,False,False,True,True
18,12,1/15,True,True,5/81,False,False,True,True
18,13,31/462,True,True,31/504,False,False,True,True
18,14,16/237,True,True,16/261,False,False,True,True
18,15,11/162,True,True,11/180,False,False,True,True
18,16,17/249,True,True,17/279,False,False,True,True
18,17,7/102,True,True,35/576,False,False,True,True
18,18,2/29,True,True,2/33,False,False,True,True
18,19,37/534,True,True,37/612,False,False,True,True
18,20,19/273,True,True,19/315,False,False,True,True
18,21,13/186,True,True,13/216,False,False,True,True
18,22,4/57,True,True,20/333,False,False,True,True
18,23,41/582,True,True,41/684,False,False,True,True
18,24,7/99,True,True,7/117,False,False,True,True
18,25,43/606,True,True,43/720,False,False,True,True
18,26,22/309,True,True,22/369,False,False,True,True
18,27,1/14,True,True,5/84,False,False,True,True
18,28,23/321,True,True,23/387,False,False,True,True
18,29,47/654,True,True,47/792,False,False,True,True
18,30,8/111,True,True,8/135,False,False,True,True
18,31,49/678,True,True,49/828,False,False,True,True
18,32,5/69,True,True,25/423,False,False,True,True
18,33,17/234,True,True,17/288,False,False,True,True
18,34,26/357,True,True,26/441,False,False,True,True
18,35,53/726,True,True,53/900,False,False,True,True
18,36,3/41,True,True,1/17,False,False,True,True
18,37,11/150,True,True,55/936,False,False,True,True
18,38,28/381,True,True,28/477,False,False,True,True
18,39,19/258,True,True,19/324,False,False,True,True
18,40,29/393,True,True,29/495,False,False,True,True
18,41,59/798,True,True,59/1008,False,False,True,True
18,42,2/27,True,True,10/171,False,False,True,True
18,43,61/822,True,True,61/1044,False,False,True,True
18,44,31/417,True,True,31/531,False,False,True,True
18,45,7/94,True,True,7/120,False,False,True,True
18,46,32/429,True,True,32/549,False,False,True,True
18,47,13/174,True,True,65/1116,False,False,True,True
18,48,11/147,True,True,11/189,False,False,True,True
18,49,67/894,True,True,67/1152,False,False,True,True
18,50,34/453,True,True,34/585,False,False,True,True
18,51,23/306,True,True,23/396,False,False,True,True
18,52,7/93,True,True,35/603,False,False,True,True
18,53,71/942,True,True,71/1224,False,False,True,True
18,54,4/53,True,True,4/69,False,False,True,True
18,55,73/966,True,True,73/1260,False,False,True,True
18,56,37/489,True,True,37/639,False,False,True,True
18,57,5/66,True,True,25/432,False,False,True,True
18,58,38/501,True,True,38/657,False,False,True,True
18,59,77/1014,True,True,77/1332,False,False,True,True
18,60,13/171,True,True,13/225,False,False,True,True
18,61,79/1038,True,True,79/1368,False,False,True,True
18,62,8/105,True,True,40/693,False,False,True,True
18,63,9/118,True,True,3/52,False,False,True,True
18,64,41/537,True,True,41/711,False,False,True,True
19,0,1/17,False,False,1/15,True,True,True,True
19,1,4/67,False,False,20/303,True,True,True,True
19,2,21/347,False,False,7/107,True,True,True,True
19,3,22/359,False,False,22/339,True,True,True,True
19,4,23/371,False,False,23/357,True,True,True,True
19,5,24/383,True,True,8/125,True,True,True,True
19,6,5/79,True,True,25/393,True,True,True,True
19,7,26/407,True,True,26/411,True,True,True,True
19,8,27/419,True,True,9/143,True,True,True,True
19,9,28/431,True,True,28/447,True,True,True,True
19,10,29/443,True,True,29/465,False,False,True,True
19,11,6/91,True,True,10/161,False,False,True,True
19,12,31/467,True,True,31/501,False,False,True,True
19,13,32/479,True,True,32/519,False,False,True,True
19,14,33/491,True,True,11/179,False,False,True,True
19,15,34/503,True,True,34/555,False,False,True,True
19,16,7/103,True,True,35/573,False,False,True,True
19,17,36/527,True,True,12/197,False,False,True,True
19,18,37/539,True,True,37/609,False,False,True,True
19,19,2/29,True,True,2/33,False,False,True,True
19,20,39/563,True,True,13/215,False,False,True,True
19,21,8/115,True,True,40/663,False,False,True,True
19,22,41/587,True,True,41/681,False,False,True,True
19,23,42/599,True,True,14/233,False,False,True,True
19,24,43/611,True,True,43/717,False,False,True,True
19,25,44/623,True,True,44/735,False,False,True,True
19,26,9/127,True,True,15/251,False,False,True,True
19,27,46/647,True,True,46/771,False,False,True,True
19,28,47/659,True,True,47/789,False,False,True,True
19,29,48/671,True,True,16/269,False,False,True,True
19,30,49/683,True,True,49/825,False,False,True,True
19,31,10/139,True,True,50/843,False,False,True,True
19,32,51/707,True,True,17/287,False,False,True,True
19,33,52/719,True,True,52/879,False,False,True,True
19,34,53/731,True,True,53/897,False,False,True,True
19,35,54/743,True,True,18/305,False,False,True,True
19,36,11/151,True,True,55/933,False,False,True,True
19,37,56/767,True,True,56/951,False,False,True,True
19,38,3/41,True,True,1/17,False,False,True,True
19,39,58/791,True,True,58/987,False,False,True,True
19,40,59/803,True,True,59/1005,False,False,True,True
19,41,12/163,True,True,20/341,False,False,True,True
19,42,61/827,True,True,61/1041,False,False,True,True
19,43,62/839,True,True,62/1059,False,False,True,True
19,44,63/851,True,True,21/359,False,False,True,True
19,45,64/863,True,True,64/1095,False,False,True,True
19,46,13/175,True,True,65/1113,False,False,True,True
19,47,66/887,True,True,22/377,False,False,True,True
19,48,67/899,True,True,67/1149,False,False,True,True
19,49,68/911,True,True,68/1167,False,False,True,True
19,50,69/923,True,True,23/395,False,False,True,True
19,51,14/187,True,True,70/1203,False,False,True,True
19,52,71/947,True,True,71/1221,False,False,True,True
19,53,72/959,True,True,24/413,False,False,True,True
19,54,73/971,True,True,73/1257,False,False,True,True
19,55,74/983,True,True,74/1275,False,False,True,True
19,56,15/199,True,True,25/431,False,False,True,True
19,57,4/53,True,True,4/69,False,False,True,True
19,58,77/1019,True,True,77/1329,False,False,True,True
19,59,78/1031,True,True,26/449,False,False,True,True
19,60,79/1043,True,True,79/1365,False,False,True,True
19,61,16/211,True,True,80/1383,False,False,True,True
19,62,81/1067,True,True,27/467,False,False,True,True
19,63,82/1079,True,True,82/1419,False,False,True,True
19,64,83/1091,True,True,83/1437,False,False,True,True
20,0,1/17,False,False,1/15,True,True,True,True
20,1,21/352,False,False,7/106,True,True,True,True
20,2,11/182,False,False,11/168,True,True,True,True
20,3,23/376,False,False,23/354,True,True,True,True
20,4,6/97,False,False,2/31,True,True,True,True
20,5,1/16,True,True,5/78,True,True,True,True
20,6,13/206,True,True,13/204,True,True,True,True
20,7,27/424,True,True,9/142,True,True,True,True
20,8,7/109,True,True,7/111,True,True,True,True
20,9,29/448,True,True,29/462,True,True,True,True
20,10,3/46,True,True,1/16,True,True,True,True
20,11,31/472,True,True,31/498,False,False,True,True
20,12,8/121,True,True,8/129,False,False,True,True
20,13,33/496,True,True,11/178,False,False,True,True
20,14,17/254,True,True,17/276,False,False,True,True
20,15,7/104,True,True,7/114,False,False,True,True
20,16,9/133,True,True,3/49,False,False,True,True
20,17,37/544,True,True,37/606,False,False,True,True
20,18,19/278,True,True,19/312,False,False,True,True
20,19,39/568,True,True,13/214,False,False,True,True
20,20,2/29,True,True,2/33,False,False,True,True
20,21,41/592,True,True,41/678,False,False,True,True
20,22,21/302,True,True,7/116,False,False,True,True
20,23,43/616,True,True,43/714,False,False,True,True
20,24,11/157,True,True,11/183,False,False,True,True
20,25,9/128,True,True,3/50,False,False,True,True
20,26,23/326,True,True,23/384,False,False,True,True
20,27,47/664,True,True,47/786,False,False,True,True
20,28,12/169,True,True,4/67,False,False,True,True
20,29,49/688,True,True,49/822,False,False,True,True
20,30,1/14,True,True,5/84,False,False,True,True
20,31,51/712,True,True,17/286,False,False,True,True
20,32,13/181,True,True,13/219,False,False,True,True
20,33,53/736,True,True,53/894,False,False,True,True
20,34,27/374,True,True,9/152,False,False,True,True
20,35,11/152,True,True,11/186,False,False,True,True
20,36,14/193,True,True,14/237,False,False,True,True
20,37,57/784,True,True,19/322,False,False,True,True
20,38,29/398,True,True,29/492,False,False,True,True
20,39,59/808,True,True,59/1002,False,False,True,True
20,40,3/41,True,True,1/17,False,False,True,True
20,41,61/832,True,True,61/1038,False,False,True,True
20,42,31/422,True,True,31/528,False,False,True,True
20,43,63/856,True,True,21/358,False,False,True,True
20,44,16/217,True,True,16/273,False,False,True,True
20,45,13/176,True,True,13/222,False,False,True,True
20,46,33/446,True,True,11/188,False,False,True,True
20,47,67/904,True,True,67/1146,False,False,True,True
20,48,17/229,True,True,17/291,False,False,True,True
20,49,69/928,True,True,23/394,False,False,True,True
20,50,7/94,True,True,7/120,False,False,True,True
20,51,71/952,True,True,71/1218,False,False,True,True
20,52,18/241,True,True,6/103,False,False,True,True
20,53,73/976,True,True,73/1254,False,False,True,True
20,54,37/494,True,True,37/636,False,False,True,True
20,55,3/40,True,True,5/86,False,False,True,True
20,56,19/253,True,True,19/327,False,False,True,True
20,57,77/1024,True,True,77/1326,False,False,True,True
20,58,39/518,True,True,13/224,False,False,True,True
20,59,79/1048,True,True,79/1362,False,False,True,True
20,60,4/53,True,True,4/69,False,False,True,True
20,61,81/1072,True,True,27/466,False,False,True,True
20,62,41/542,True,True,41/708,False,False,True,True
20,63,83/1096,True,True,83/1434,False,False,True,True
20,64,21/277,True,True,7/121,False,False,True,True
21,0,1/17,False,False,1/15,True,True,True,True
21,1,22/369,False,False,22/333,True,True,True,True
21,2,23/381,False,False,23/351,True,True,True,True
21,3,8/131,False,False,8/123,True,True,True,True
21,4,5/81,False,False,25/387,True,True,True,True
21,5,26/417,False,False,26/405,True,True,True,True
21,6,9/143,True,True,3/47,True,True,True,True
21,7,4/63,True,True,4/63,True,True,True,True
21,8,29/453,True,True,29/459,True,True,True,True
21,9,2/31,True,True,10/159,True,True,True,True
21,10,31/477,True,True,31/495,True,True,True,True
21,11,32/489,True,True,32/513,False,False,True,True
21,12,11/167,True,True,11/177,False,False,True,True
21,13,34/513,True,True,34/549,False,False,True,True
21,14,1/15,True,True,5/81,False,False,True,True
21,15,12/179,True,True,4/65,False,False,True,True
21,16,37/549,True,True,37/603,False,False,True,True
21,17,38/561,True,True,38/621,False,False,True,True
21,18,13/191,True,True,13/213,False,False,True,True
21,19,8/117,True,True,40/657,False,False,True,True
21,20,41/597,True,True,41/675,False,False,True,True
21,21,2/29,True,True,2/33,False,False,True,True
21,22,43/621,True,True,43/711,False,False,True,True
21,23,44/633,True,True,44/729,False,False,True,True
21,24,3/43,True,True,5/83,False,False,True,True
21,25,46/657,True,True,46/765,False,False,True,True
21,26,47/669,True,True,47/783,False,False,True,True
21,27,16/227,True,True,16/267,False,False,True,True
21,28,7/99,True,True,7/117,False,False,True,True
21,29,10/141,True,True,50/837,False,False,True,True
21,30,17/239,True,True,17/285,False,False,True,True
21,31,52/729,True,True,52/873,False,False,True,True
21,32,53/741,True,True,53/891,False,False,True,True
21,33,18/251,True,True,6/101,False,False,True,True
21,34,11/153,True,True,55/927,False,False,True,True
21,35,8/111,True,True,8/135,False,False,True,True
21,36,19/263,True,True,19/321,False,False,True,True
21,37,58/801,True,True,58/981,False,False,True,True
21,38,59/813,True,True,59/999,False,False,True,True
21,39,4/55,True,True,20/339,False,False,True,True
21,40,61/837,True,True,61/1035,False,False,True,True
21,41,62/849,True,True,62/1053,False,False,True,True
21,42,3/41,True,True,1/17,False,False,True,True
21,43,64/873,True,True,64/1089,False,False,True,True
21,44,13/177,True,True,65/1107,False,False,True,True
21,45,22/299,True,True,22/375,False,False,True,True
21,46,67/909,True,True,67/1143,False,False,True,True
21,47,68/921,True,True,68/1161,False,False,True,True
21,48,23/311,True,True,23/393,False,False,True,True
21,49,2/27,True,True,10/171,False,False,True,True
21,50,71/957,True,True,71/1215,False,False,True,True
21,51,24/323,True,True,8/137,False,False,True,True
21,52,73/981,True,True,73/1251,False,False,True,True
21,53,74/993,True,True,74/1269,False,False,True,True
21,54,5/67,True,True,25/429,False,False,True,True
21,55,76/1017,True,True,76/1305,False,False,True,True
21,56,11/147,True,True,11/189,False,False,True,True
21,57,26/347,True,True,26/447,False,False,True,True
21,58,79/1053,True,True,79/1359,False,False,True,True
21,59,16/213,True,True,80/1377,False,False,True,True
21,60,27/359,True,True,9/155,False,False,True,True
21,61,82/1089,True,True,82/1413,False,False,True,True
21,62,83/1101,True,True,83/1431,False,False,True,True
21,63,4/53,True,True,4/69,False,False,True,True
21,64,17/225,True,True,85/1467,False,False,True,True
22,0,1/17,False,False,1/15,True,True,True,True
22,1,23/386,False,False,23/348,True,True,True,True
22,2,12/199,False,False,4/61,True,True,True,True
22,3,5/82,False,False,25/384,True,True,True,True
22,4,13/211,False,False,13/201,True,True,True,True
22,5,27/434,False,False,9/140,True,True,True,True
22,6,14/223,True,True,14/219,True,True,True,True
22,7,29/458,True,True,29/456,True,True,True,True
22,8,3/47,True,True,5/79,True,True,True,True
22,9,31/482,True,True,31/492,True,True,True,True
22,10,16/247,True,True,16/255,True,True,True,True
22,11,3/46,True,True,1/16,True,True,True,True
22,12,17/259,True,True,17/273,False,False,True,True
22,13,7/106,True,True,35/564,False,False,True,True
22,14,18/271,True,True,6/97,False,False,True,True
22,15,37/554,True,True,37/600,False,False,True,True
22,16,19/283,True,True,19/309,False,False,True,True
22,17,39/578,True,True,13/212,False,False,True,True
22,18,4/59,True,True,20/327,False,False,True,True
22,19,41/602,True,True,41/672,False,False,True,True
22,20,21/307,True,True,7/115,False,False,True,True
22,21,43/626,True,True,43/708,False,False,True,True
22,22,2/29,True,True,2/33,False,False,True,True
22,23,9/130,True,True,15/248,False,False,True,True
22,24,23/331,True,True,23/381,False,False,True,True
22,25,47/674,True,True,47/780,False,False,True,True
22,26,24/343,True,True,8/133,False,False,True,True
22,27,49/698,True,True,49/816,False,False,True,True
22,28,5/71,True,True,25/417,False,False,True,True
22,29,51/722,True,True,17/284,False,False,True,True
22,30,26/367,True,True,26/435,False,False,True,True
22,31,53/746,True,True,53/888,False,False,True,True
22,32,27/379,True,True,9/151,False,False,True,True
22,33,1/14,True,True,5/84,False,False,True,True
22,34,28/391,True,True,28/471,False,False,True,True
22,35,57/794,True,True,19/320,False,False,True,True
22,36,29/403,True,True,29/489,False,False,True,True
22,37,59/818,True,True,59/996,False,False,True,True
22,38,6/83,True,True,10/169,False,False,True,True
22,39,61/842,True,True,61/1032,False,False,True,True
22,40,31/427,True,True,31/525,False,False,True,True
22,41,63/866,True,True,21/356,False,False,True,True
22,42,32/439,True,True,32/543,False,False,True,True
22,43,13/178,True,True,65/1104,False,False,True,True
22,44,3/41,True,True,1/17,False,False,True,True
22,45,67/914,True,True,67/1140,False,False,True,True
22,46,34/463,True,True,34/579,False,False,True,True
22,47,69/938,True,True,23/392,False,False,True,True
22,48,7/95,True,True,35/597,False,False,True,True
22,49,71/962,True,True,71/1212,False,False,True,True
22,50,36/487,True,True,12/205,False,False,True,True
22,51,73/986,True,True,73/1248,False,False,True,True
22,52,37/499,True,True,37/633,False,False,True,True
22,53,15/202,True,True,25/428,False,False,True,True
22,54,38/511,True,True,38/651,False,False,True,True
22,55,7/94,True,True,7/120,False,False,True,True
22,56,39/523,True,True,13/223,False,False,True,True
22,57,79/1058,True,True,79/1356,False,False,True,True
22,58,8/107,True,True,40/687,False,False,True,True
22,59,81/1082,True,True,27/464,False,False,True,True
22,60,41/547,True,True,41/705,False,False,True,True
22,61,83/1106,True,True,83/1428,False,False,True,True
22,62,42/559,True,True,14/241,False,False,True,True
22,63,17/226,True,True,85/1464,False,False,True,True
22,64,43/571,True,True,43/741,False,False,True,True
23,0,1/17,False,False,1/15,True,True,True,True
23,1,24/403,False,False,8/121,True,True,True,True
23,2,5/83,False,False,25/381,True,True,True,True
23,3,26/427,False,False,26/399,True,True,True,True
23,4,27/439,False,False,9/139,True,True,True,True
23,5,28/451,False,False,28/435,True,True,True,True
23,6,29/463,True,True,29/453,True,True,True,True
23,7,6/95,True,True,10/157,True,True,True,True
23,8,31/487,True,True,31/489,True,True,True,True
23,9,32/499,True,True,32/507,True,True,True,True
23,10,33/511,True,True,11/175,True,True,True,True
23,11,34/523,True,True,34/543,True,True,True,True
23,12,7/107,True,True,35/561,False,False,True,True
23,13,36/547,True,True,12/193,False,False,True,True
23,14,37/559,True,True,37/597,False,False,True,True
23,15,38/571,True,True,38/615,False,False,True,True
23,16,39/583,True,True,13/211,False,False,True,True
23,17,8/119,True,True,40/651,False,False,True,True
23,18,41/607,True,True,41/669,False,False,True,True
23,19,42/619,True,True,14/229,False,False,True,True
23,20,43/631,True,True,43/705,False,False,True,True
23,21,44/643,True,True,44/723,False,False,True,True
23,22,9/131,True,True,15/247,False,False,True,True
23,23,2/29,True,True,2/33,False,False,True,True
23,24,47/679,True,True,47/777,False,False,True,True
23,25,48/691,True,True,16/265,False,False,True,True
23,26,49/703,True,True,49/813,False,False,True,True
23,27,10/143,True,True,50/831,False,False,True,True
23,28,51/727,True,True,17/283,False,False,True,True
23,29,52/739,True,True,52/867,False,False,True,True
23,30,53/751,True,True,53/885,False,False,True,True
23,31,54/763,True,True,18/301,False,False,True,True
23,32,11/155,True,True,55/921,False,False,True,True
23,33,56/787,True,True,56/939,False,False,True,True
23,34,57/799,True,True,19/319,False,False,True,True
23,35,58/811,True,True,58/975,False,False,True,True
23,36,59/823,True,True,59/993,False,False,True,True
23,37,12/167,True,True,20/337,False,False,True,True
23,38,61/847,True,True,61/1029,False,False,True,True
23,39,62/859,True,True,62/1047,False,False,True,True
23,40,63/871,True,True,21/355,False,False,True,True
23,41,64/883,True,True,64/1083,False,False,True,True
23,42,13/179,True,True,65/1101,False,False,True,True
23,43,66/907,True,True,22/373,False,False,True,True
23,44,67/919,True,True,67/1137,False,False,True,True
23,45,68/931,True,True,68/1155,False,False,True,True
23,46,3/41,True,True,1/17,False,False,True,True
23,47,14/191,True,True,70/1191,False,False,True,True
23,48,71/967,True,True,71/1209,False,False,True,True
23,49,72/979,True,True,24/409,False,False,True,True
23,50,73/991,True,True,73/1245,False,False,True,True
23,51,74/1003,True,True,74/1263,False,False,True,True
23,52,15/203,True,True,25/427,False,False,True,True
23,53,76/1027,True,True,76/1299,False,False,True,True
23,54,77/1039,True,True,77/1317,False,False,True,True
23,55,78/1051,True,True,26/445,False,False,True,True
23,56,79/1063,True,True,79/1353,False,False,True,True
23,57,16/215,True,True,80/1371,False,False,True,True
23,58,81/1087,True,True,27/463,False,False,True,True
23,59,82/1099,True,True,82/1407,False,False,True,True
23,60,83/1111,True,True,83/1425,False,False,True,True
23,61,84/1123,True,True,28/481,False,False,True,True
23,62,17/227,True,True,85/1461,False,False,True,True
23,63,86/1147,True,True,86/1479,False,False,True,True
23,64,87/1159,True,True,29/499,False,False,True,True
24,0,1/17,False,False,1/15,True,True,True,True
24,1,5/84,False,False,25/378,True,True,True,True
24,2,13/216,False,False,13/198,True,True,True,True
24,3,9/148,False,False,3/46,True,True,True,True
24,4,7/114,False,False,7/108,True,True,True,True
24,5,29/468,False,False,29/450,True,True,True,True
24,6,1/16,True,True,5/78,True,True,True,True
24,7,31/492,True,True,31/486,True,True,True,True
24,8,4/63,True,True,4/63,True,True,True,True
24,9,11/172,True,True,11/174,True,True,True,True
24,10,17/264,True,True,17/270,True,True,True,True
24,11,7/108,True,True,35/558,True,True,True,True
24,12,3/46,True,True,1/16,True,True,True,True
24,13,37/564,True,True,37/594,False,False,True,True
24,14,19/288,True,True,19/306,False,False,True,True
24,15,13/196,True,True,13/210,False,False,True,True
24,16,1/15,True,True,5/81,False,False,True,True
24,17,41/612,True,True,41/666,False,False,True,True
24,18,7/104,True,True,7/114,False,False,True,True
24,19,43/636,True,True,43/702,False,False,True,True
24,20,11/162,True,True,11/180,False,False,True,True
24,21,3/44,True,True,5/82,False,False,True,True
24,22,23/336,True,True,23/378,False,False,True,True
24,23,47/684,True,True,47/774,False,False,True,True
24,24,2/29,True,True,2/33,False,False,True,True
24,25,49/708,True,True,49/810,False,False,True,True
24,26,5/72,True,True,25/414,False,False,True,True
24,27,17/244,True,True,17/282,False,False,True,True
24,28,13/186,True,True,13/216,False,False,True,True
24,29,53/756,True,True,53/882,False,False,True,True
24,30,9/128,True,True,3/50,False,False,True,True
24,31,11/156,True,True,55/918,False,False,True,True
24,32,7/99,True,True,7/117,False,False,True,True
24,33,19/268,True,True,19/318,False,False,True,True
24,34,29/408,True,True,29/486,False,False,True,True
24,35,59/828,True,True,59/990,False,False,True,True
24,36,1/14,True,True,5/84,False,False,True,True
24,37,61/852,True,True,61/1026,False,False,True,True
24,38,31/432,True,True,31/522,False,False,True,True
24,39,21/292,True,True,7/118,False,False,True,True
24,40,8/111,True,True,8/135,False,False,True,True
24,41,13/180,True,True,65/1098,False,False,True,True
24,42,11/152,True,True,11/186,False,False,True,True
24,43,67/924,True,True,67/1134,False,False,True,True
24,44,17/234,True,True,17/288,False,False,True,True
24,45,23/316,True,True,23/390,False,False,True,True
24,46,7/96,True,True,35/594,False,False,True,True
24,47,71/972,True,True,71/1206,False,False,True,True
24,48,3/41,True,True,1/17,False,False,True,True
24,49,73/996,True,True,73/1242,False,False,True,True
24,50,37/504,True,True,37/630,False,False,True,True
24,51,5/68,True,True,25/426,False,False,True,True
24,52,19/258,True,True,19/324,False,False,True,True
24,53,77/1044,True,True,77/1314,False,False,True,True
24,54,13/176,True,True,13/222,False,False,True,True
24,55,79/1068,True,True,79/1350,False,False,True,True
24,56,2/27,True,True,10/171,False,False,True,True
24,57,27/364,True,True,9/154,False,False,True,True
24,58,41/552,True,True,41/702,False,False,True,True
24,59,83/1116,True,True,83/1422,False,False,True,True
24,60,7/94,True,True,7/120,False,False,True,True
24,61,17/228,True,True,85/1458,False,False,True,True
24,62,43/576,True,True,43/738,False,False,True,True
24,63,29/388,True,True,29/498,False,False,True,True
24,64,11/147,True,True,11/189,False,False,True,True
25,0,1/17,False,False,1/15,True,True,True,True
25,1,26/437,False,False,26/393,True,True,True,True
25,2,27/449,False,False,9/137,True,True,True,True
25,3,28/461,False,False,28/429,True,True,True,True
25,4,29/473,False,False,29/447,True,True,True,True
25,5,6/97,False,False,2/31,True,True,True,True
25,6,31/497,False,False,31/483,True,True,True,True
25,7,32/509,True,True,32/501,True,True,True,True
25,8,33/521,True,True,11/173,True,True,True,True
25,9,34/533,True,True,34/537,True,True,True,True
25,10,7/109,True,True,7/111,True,True,True,True
25,11,36/557,True,True,12/191,True,True,True,True
25,12,37/569,True,True,37/591,True,True,True,True
25,13,38/581,True,True,38/609,False,False,True,True
25,14,39/593,True,True,13/209,False,False,True,True
25,15,8/121,True,True,8/129,False,False,True,True
25,16,41/617,True,True,41/663,False,False,True,True
25,17,42/629,True,True,14/227,False,False,True,True
25,18,43/641,True,True,43/699,False,False,True,True
25,19,44/653,True,True,44/717,False,False,True,True
25,20,9/133,True,True,3/49,False,False,True,True
25,21,46/677,True,True,46/753,False,False,True,True
25,22,47/689,True,True,47/771,False,False,True,True
25,23,48/701,True,True,16/263,False,False,True,True
25,24,49/713,True,True,49/807,False,False,True,True
25,25,2/29,True,True,2/33,False,False,True,True
25,26,51/737,True,True,17/281,False,False,True,True
25,27,52/749,True,True,52/861,False,False,True,True
25,28,53/761,True,True,53/879,False,False,True,True
25,29,54/773,True,True,18/299,False,False,True,True
25,30,11/157,True,True,11/183,False,False,True,True
25,31,56/797,True,True,56/933,False,False,True,True
25,32,57/809,True,True,19/317,False,False,True,True
25,33,58/821,True,True,58/969,False,False,True,True
25,34,59/833,True,True,59/987,False,False,True,True
25,35,12/169,True,True,4/67,False,False,True,True
25,36,61/857,True,True,61/1023,False,False,True,True
25,37,62/869,True,True,62/1041,False,False,True,True
25,38,63/881,True,True,21/353,False,False,True,True
25,39,64/893,True,True,64/1077,False,False,True,True
25,40,13/181,True,True,13/219,False,False,True,True
25,41,66/917,True,True,22/371,False,False,True,True
25,42,67/929,True,True,67/1131,False,False,True,True
25,43,68/941,True,True,68/1149,False,False,True,True
25,44,69/953,True,True,23/389,False,False,True,True
25,45,14/193,True,True,14/237,False,False,True,True
25,46,71/977,True,True,71/1203,False,False,True,True
25,47,72/989,True,True,24/407,False,False,True,True
25,48,73/1001,True,True,73/1239,False,False,True,True
25,49,74/1013,True,True,74/1257,False,False,True,True
25,50,3/41,True,True,1/17,False,False,True,True
25,51,76/1037,True,True,76/1293,False,False,True,True
25,52,77/1049,True,True,77/1311,False,False,True,True
25,53,78/1061,True,True,26/443,False,False,True,True
25,54,79/1073,True,True,79/1347,False,False,True,True
25,55,16/217,True,True,16/273,False,False,True,True
25,56,81/1097,True,True,27/461,False,False,True,True
25,57,82/1109,True,True,82/1401,False,False,True,True
25,58,83/1121,True,True,83/1419,False,False,True,True
25,59,84/1133,True,True,28/479,False,False,True,True
25,60,17/229,True,True,17/291,False,False,True,True
25,61,86/1157,True,True,86/1473,False,False,True,True
